trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
62,False,"{'a': 0.01, 'e': 0.8138784566625339}",20,10,8.555513217002336,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.01, 'e': 0.8080275083121519}",20,12,-15.23030868998725,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
64,False,"{'a': 0.01, 'e': 0.8020957578842927}",20,0,-78.98166521763353,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
65,False,"{'a': 0.01, 'e': 0.7960837985490559}",20,0,-19.110800200483403,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
66,False,"{'a': 0.01, 'e': 0.7899922314973651}",20,0,-66.44407229296162,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
67,False,"{'a': 0.01, 'e': 0.7838216658808492}",25,2,-103.16520500192506,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 2}",1
68,False,"{'a': 0.01, 'e': 0.7775727187509279}",25,3,-71.17621992377029,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 1}",1
69,False,"{'a': 0.01, 'e': 0.7712460149971065}",25,9,-53.32435683913202,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
70,False,"{'a': 0.01, 'e': 0.7648421872844884}",20,2,-60.66374109266177,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
71,False,"{'a': 0.01, 'e': 0.7583618759905082}",25,0,-55.60669062575218,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
72,False,"{'a': 0.01, 'e': 0.751805729140895}",30,1,-57.57086504121118,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 1}",1
73,False,"{'a': 0.01, 'e': 0.7451744023448704}",20,0,-107.44568613252797,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
74,False,"{'a': 0.01, 'e': 0.7384685587295879}",20,0,-95.06463478691134,"{0: 9, 1: 1, 2: 10, 3: 0, 4: 0}",0
75,False,"{'a': 0.01, 'e': 0.7316888688738209}",25,7,-23.938175415931696,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
76,False,"{'a': 0.01, 'e': 0.7248360107409052}",25,0,-132.62856459317473,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
77,False,"{'a': 0.01, 'e': 0.7179106696109434}",20,0,-35.071162723315204,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
78,False,"{'a': 0.01, 'e': 0.7109135380122773}",20,0,-50.95301538590802,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
79,False,"{'a': 0.01, 'e': 0.7038453156522362}",25,5,-39.96820579542899,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
80,False,"{'a': 0.01, 'e': 0.6967067093471655}",20,0,-50.9229618287783,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
81,False,"{'a': 0.01, 'e': 0.6894984329517471}",25,8,-7.831538469426416,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
82,False,"{'a': 0.01, 'e': 0.6822212072876136}",20,0,-45.35524986792988,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
83,False,"{'a': 0.01, 'e': 0.6748757600712672}",30,13,-9.597769936496702,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
84,False,"{'a': 0.01, 'e': 0.6674628258413082}",20,7,-81.54317904449647,"{0: 7, 1: 1, 2: 3, 3: 1, 4: 1}",1
85,False,"{'a': 0.01, 'e': 0.6599831458849822}",20,0,-20.23635468802131,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
86,False,"{'a': 0.01, 'e': 0.6524374681640519}",20,0,-59.078591027805516,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
87,False,"{'a': 0.01, 'e': 0.6448265472400012}",25,19,-31.95921133873948,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
88,False,"{'a': 0.01, 'e': 0.6371511441985802}",30,0,-47.7588673508002,"{0: 24, 1: 2, 2: 1, 3: 3, 4: 0}",0
89,False,"{'a': 0.01, 'e': 0.6294120265736969}",25,1,-51.44308550407488,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 1}",1
90,False,"{'a': 0.01, 'e': 0.6216099682706645}",20,0,-40.272162841552294,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
91,False,"{'a': 0.01, 'e': 0.6137457494888116}",25,13,-32.796909228058304,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
92,False,"{'a': 0.01, 'e': 0.6058201566434629}",25,17,18.40776149354827,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.01, 'e': 0.5978339822872982}",20,2,-99.49593339793118,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 2}",1
94,False,"{'a': 0.01, 'e': 0.5897880250310983}",35,22,-3.657669767183748,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
95,False,"{'a': 0.01, 'e': 0.5816830894638835}",30,0,-27.009167882126246,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",1
96,False,"{'a': 0.01, 'e': 0.5735199860724567}",30,7,-50.897504428568645,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 1}",1
97,False,"{'a': 0.01, 'e': 0.5652995311603544}",25,0,-92.99680915033409,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
98,False,"{'a': 0.01, 'e': 0.5570225467662173}",30,13,-45.05446591396643,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
99,False,"{'a': 0.01, 'e': 0.5486898605815876}",20,0,-5.237825703157537,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
100,False,"{'a': 0.01, 'e': 0.5403023058681398}",25,10,-8.584250163556373,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
101,False,"{'a': 0.01, 'e': 0.5318607213743555}",25,0,-22.081080295701938,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
102,False,"{'a': 0.01, 'e': 0.5233659512516496}",35,5,-103.4825412176763,"{0: 21, 1: 2, 2: 4, 3: 2, 4: 1}",1
103,False,"{'a': 0.01, 'e': 0.5148188449699553}",20,13,-0.27742962350199796,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
104,False,"{'a': 0.01, 'e': 0.5062202572327784}",25,7,-19.60785852225264,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
105,False,"{'a': 0.01, 'e': 0.497571047891727}",25,18,-12.758351336849493,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
106,False,"{'a': 0.01, 'e': 0.48887208186052755}",25,0,-22.594719642879966,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
107,False,"{'a': 0.01, 'e': 0.48012422902853413}",25,16,-15.790355722051594,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
108,False,"{'a': 0.01, 'e': 0.47132836417373997}",20,13,12.240983216931037,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.01, 'e': 0.4624853668753008}",25,5,-52.020746223868116,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
110,False,"{'a': 0.01, 'e': 0.4535961214255773}",20,14,-0.9351906038766558,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
111,False,"{'a': 0.01, 'e': 0.44466151674170673}",20,16,7.766655018311335,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.01, 'e': 0.43568244627671204}",25,12,-3.119306301880946,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.01, 'e': 0.42665980793015723}",20,13,9.985060345466705,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.01, 'e': 0.41759450395835795}",20,0,-26.28874427882894,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
115,False,"{'a': 0.01, 'e': 0.40848744088415717}",20,6,-40.89998946730295,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
116,False,"{'a': 0.01, 'e': 0.3993395294062732}",30,3,24.764473667290755,"{0: 25, 1: 2, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.01, 'e': 0.3901516843082303}",20,2,14.867961223694657,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
118,False,"{'a': 0.01, 'e': 0.3809248243668818}",20,13,1.550031915558629,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.01, 'e': 0.371659872260533}",25,0,-19.426698466534372,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
120,False,"{'a': 0.01, 'e': 0.3623577544766736}",30,19,19.62695135876249,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.01, 'e': 0.35301940121933034}",30,1,19.758696381977554,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.01, 'e': 0.34364574631604705}",25,13,-18.52678921012884,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
123,False,"{'a': 0.01, 'e': 0.3342377271245026}",25,12,9.597530287922373,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.01, 'e': 0.32479628443877623}",20,2,-15.560145130204951,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
125,False,"{'a': 0.01, 'e': 0.3153223623952687}",20,10,19.063275020032094,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
